venta_id,fecha_venta,tienda,categoria,producto,cantidad,precio_unitario,monto_total,metodo_pago
V001533,2025-04-23,Arequipa,HOGAR ,Organizador,2,25.19,50.38,Plin
V000577,2025-05-16,Trujillo,electronica,Teclado mecanico,3,172.67,-268.49,Plin
V000341,2025-06-24,Arequipa,juguetes,Rompecabezas 1000,1,253.73,253.73,Tarjeta
V000834,2025-06-18,Cusco,ropa ,Jean clasico,2,178.07,356.14,Plin
V000380,2025-05-14,Lima Centro,HOGAR ,Olla antiadherente,2,222.65,-60.76,Efectivo
V001970,2025-05-11,Trujillo,Alimentos,Miel de abeja,1,417.20,417.20,Transferencia
V000393,2025-05-07,Arequipa,Juguetes,Set de bloques,3,17.36,52.08,Transferencia
V001296,2025-06-03,Arequipa,Ropa,Jean clasico,4,52.00,208.00,Tarjeta
V000705,2025-05-09,Lima Centro,ALIMENTOS,Aceite de oliva,4,38.07,152.28,Plin
V000343,2025-04-04,Cusco,Ropa,Casaca impermeable,1,330.16,330.16,Transferencia
V001521,2025-06-10,Arequipa,ROPA,Zapatillas urbanas,3,115.60,346.80,Transferencia
V001844,2025-06-27,Cusco,Hogar,Organizador,2,91.24,182.48,Yape
V000855,2025-05-21,Lima Centro,HOGAR ,Lampara LED,3,88.43,265.29,Tarjeta
V001636,2025-04-08,Cusco,Ropa,Jean clasico,1,316.31,-201.40,Tarjeta
V000365,2025-06-24,Arequipa, Electronica ,Cargador USB-C,1,34.39,34.39,Transferencia
V000238,2025-06-20,Arequipa,HOGAR ,Olla antiadherente,2,52.06,104.12,Tarjeta
V001430,2025-04-16,Cusco,ROPA,Polo algodon,2,456.58,-112.62,Transferencia
V001927,2025-04-16,Arequipa, alimentos,Chocolate 70%,2,328.80,657.60,Transferencia
V000637,2025-06-04,Trujillo,electronica,Cargador USB-C,1,86.85,86.85,Yape
V001372,2025-06-19,Miraflores, alimentos,Chocolate 70%,5,308.59,1542.95,Plin
V001167,2025-04-06,Miraflores,ropa ,Zapatillas urbanas,2,333.66,667.32,Plin
V000934,2025-04-03,Trujillo,Hogar,Olla antiadherente,1,183.77,183.77,Plin
V000653,2025-06-10,Arequipa,Juguetes,Set de bloques,1,450.18,450.18,
V000564,2025-05-25,Miraflores,Electronica,Teclado mecanico,5,180.97,904.85,Yape
V000587,2025-05-10,Trujillo,Hogar,Olla antiadherente,2,332.20,664.40,Tarjeta
V001959,2025-06-26,Miraflores,juguetes,Set de bloques,1,232.70,232.70,Efectivo
V000284,2025-06-27,Trujillo, Electronica ,Mouse inalambrico,4,466.17,1864.68,Plin
V000249,2025-04-17,Arequipa,hogar,Olla antiadherente,1,13.98,-153.96,Yape
V000841,2025-04-28,Arequipa,Hogar,Organizador,2,339.48,678.96,Plin
V001103,2025-06-18,Cusco, alimentos,Miel de abeja,3,72.25,-82.89,Tarjeta
V001616,2025-05-29,Miraflores, Electronica ,Mouse inalambrico,3,426.25,1278.75,Tarjeta
V000641,2025-06-24,Miraflores,ELECTRONICA,Cargador USB-C,1,48.02,48.02,Plin
V000485,2025-04-01,Cusco,electronica,Cargador USB-C,1,296.62,296.62,Transferencia
V001060,2025-04-15,Trujillo,electronica,Monitor 24,2,55.14,110.28,Transferencia
V001486,2025-04-21,Lima Centro,ELECTRONICA,Teclado mecanico,5,32.06,160.30,Plin
V001501,2025-05-17,Arequipa,ROPA,Casaca impermeable,1,441.46,441.46,Efectivo
V000769,2025-04-28,Miraflores,Juguetes,Set de bloques,2,332.70,665.40,Yape
V001398,2025-04-07,Miraflores,ROPA,Casaca impermeable,3,17.19,51.57,Plin
V000254,2025-05-18,Cusco, alimentos,Chocolate 70%,2,162.49,-68.19,Transferencia
V000366,2025-06-14,Miraflores,ELECTRONICA,Teclado mecanico,5,294.28,1471.40,Transferencia
V000954,2025-06-29,Cusco,ALIMENTOS,Cafe molido 500g,1,475.25,475.25,Yape
V001289,2025-06-07,Lima Centro,juguetes,Rompecabezas 1000,2,380.66,761.32,Transferencia
V000748,2025-06-01,Cusco,juguetes,Peluche mediano,1,68.35,68.35,Plin
V001418,2025-06-07,Lima Centro,Ropa,Casaca impermeable,3,251.61,754.83,Transferencia
V001527,2025-06-09,Cusco,ALIMENTOS,Aceite de oliva,1,128.33,128.33,Tarjeta
V000992,2025-06-18,Trujillo,ROPA,Jean clasico,1,67.80,67.80,Transferencia
V001136,2025-04-20,Cusco,ELECTRONICA,Mouse inalambrico,2,58.87,117.74,Plin
V000995,2025-05-06,Miraflores, alimentos,Miel de abeja,3,155.15,465.45,Tarjeta
V000440,2025-05-20,Lima Centro,ropa ,Polo algodon,3,330.99,992.97,Efectivo
V000441,2025-06-18,Miraflores,Juguetes,Set de bloques,2,79.61,159.22,Transferencia
V001042,2025-06-18,Cusco,Ropa,Polo algodon,4,281.83,1127.32,Transferencia
V001559,2025-06-01,Arequipa, Electronica ,Cargador USB-C,1,102.22,102.22,
V001542,2025-05-09,Lima Centro,Electronica,Monitor 24,4,466.99,1867.96,Plin
V001736,2025-04-14,Arequipa, alimentos,Chocolate 70%,2,445.35,890.70,Transferencia
V001893,2025-05-13,Miraflores,juguetes,Rompecabezas 1000,5,153.21,766.05,Yape
V000813,2025-05-25,Trujillo,juguetes,Rompecabezas 1000,1,397.36,397.36,Tarjeta
V000439,2025-06-02,Trujillo,Juguetes,Rompecabezas 1000,1,101.87,101.87,Transferencia
V000454,2025-04-23,Lima Centro,ropa ,Zapatillas urbanas,4,28.72,114.88,Tarjeta
V000625,2025-04-25,Lima Centro,Hogar,Lampara LED,4,387.79,1551.16,Efectivo
V001341,2025-04-05,Lima Centro,Electronica,Teclado mecanico,2,398.47,796.94,Tarjeta
V000824,2025-06-22,Lima Centro,ALIMENTOS,Aceite de oliva,1,229.73,229.73,Yape
V001303,2025-05-20,Cusco,hogar,Juego de sabanas,5,474.75,2373.75,Tarjeta
V000306,2025-04-22,Cusco,HOGAR ,Olla antiadherente,1,238.14,238.14,Plin
V000410,2025-05-01,Trujillo,Ropa,Polo algodon,1,127.56,127.56,Tarjeta
V001105,2025-04-20,Miraflores,ROPA,Casaca impermeable,3,41.29,123.87,Transferencia
V001370,2025-04-02,Miraflores, alimentos,Chocolate 70%,4,52.99,211.96,Transferencia
V000312,2025-05-31,Miraflores,juguetes,Rompecabezas 1000,0,316.48,0.00,Efectivo
V000222,2025-06-25,Trujillo,ROPA,Jean clasico,1,280.51,280.51,Plin
V000130,2025-04-16,Lima Centro, Electronica ,Mouse inalambrico,2,402.10,804.20,Yape
V000342,2025-05-15,Trujillo,HOGAR ,Lampara LED,2,111.11,222.22,Efectivo
V001040,2025-04-29,Trujillo,HOGAR ,Lampara LED,1,321.52,321.52,Transferencia
V000696,2025-05-30,Cusco,ROPA,Jean clasico,2,267.86,535.72,Tarjeta
V001034,2025-05-31,Cusco, Electronica ,Cargador USB-C,2,351.69,703.38,Yape
V000881,2025-05-10,Trujillo, alimentos,Miel de abeja,2,238.17,476.34,Yape
V000853,2025-06-04,Arequipa,,Organizador,4,436.57,1746.28,Yape
V001604,2025-05-26,Lima Centro,juguetes,Set de bloques,3,12.03,36.09,Tarjeta
V001481,2025-04-05,Cusco,Juguetes,Rompecabezas 1000,3,125.67,377.01,Transferencia
V001862,2025-04-22,Miraflores,Juguetes,Peluche mediano,1,284.02,284.02,
V000751,2025-05-26,Miraflores,HOGAR ,Olla antiadherente,1,311.96,311.96,Transferencia
V000250,2025-06-03,Cusco,Electronica,Audifonos BT,3,388.95,1166.85,Transferencia
V001586,2025-06-28,Miraflores,Juguetes,Peluche mediano,4,155.12,620.48,Tarjeta
V000220,2025-05-30,Miraflores,HOGAR ,Juego de sabanas,1,446.92,446.92,Transferencia
V000816,2025-06-03,Arequipa,hogar,Olla antiadherente,4,78.90,315.60,Efectivo
V001302,2025-04-03,Cusco,ROPA,Zapatillas urbanas,1,210.97,210.97,Transferencia
V000979,2025-06-29,Cusco, Electronica ,Mouse inalambrico,5,185.75,928.75,Plin
V000388,2025-05-04,Miraflores,ALIMENTOS,Chocolate 70%,1,13.58,13.58,Yape
V000530,2025-06-13,Cusco,ROPA,Casaca impermeable,3,147.61,442.83,Tarjeta
V001360,2025-04-22,Cusco,Juguetes,Peluche mediano,1,196.66,196.66,Transferencia
V001814,2025-05-07,Cusco,Ropa,Polo algodon,0,226.82,0.00,Yape
V000179,2025-05-31,Lima Centro,Electronica,Teclado mecanico,1,29.38,29.38,Efectivo
V000658,2025-04-24,Trujillo,ropa ,Casaca impermeable,5,47.95,239.75,Efectivo
V001442,2025-05-04,Arequipa,Ropa,Zapatillas urbanas,4,252.82,1011.28,Plin
V001804,2025-05-12,Miraflores,,Mouse inalambrico,1,67.04,67.04,Plin
V000104,2025-05-06,Cusco,hogar,Juego de sabanas,2,81.03,162.06,Yape
V001454,2025-06-13,Arequipa,ALIMENTOS,Cafe molido 500g,1,103.34,103.34,Transferencia
V000229,2025-04-05,Trujillo,HOGAR ,Juego de sabanas,5,265.88,1329.40,Yape
V001461,2025-04-12,Arequipa,Electronica,Teclado mecanico,5,315.10,1575.50,Yape
V001051,2025-05-10,Trujillo,ropa ,Casaca impermeable,2,20.24,40.48,Tarjeta
V001783,2025-06-05,Trujillo,ALIMENTOS,Miel de abeja,2,353.74,707.48,Plin
V001204,2025-04-30,Cusco,Electronica,Cargador USB-C,2,240.33,480.66,Transferencia
V001248,2025-06-17,Lima Centro,HOGAR ,Olla antiadherente,5,185.00,925.00,Yape
V000777,2025-06-06,Miraflores,hogar,Olla antiadherente,4,341.60,1366.40,Yape
V000117,2025-06-14,Cusco,Alimentos,Cafe molido 500g,1,182.04,182.04,Transferencia
V001653,2025-06-17,Miraflores,Ropa,Jean clasico,2,378.79,757.58,Transferencia
V001171,2025-05-26,Arequipa,Ropa,Jean clasico,1,239.10,239.10,Yape
V001692,2025-04-08,Trujillo,Alimentos,Miel de abeja,5,475.96,-231.44,Yape
V000776,2025-05-05,Lima Centro,Juguetes,Peluche mediano,4,233.08,-158.93,Tarjeta
V000629,2025-04-08,Cusco,HOGAR ,Juego de sabanas,5,196.65,983.25,Plin
V001611,2025-04-09,Trujillo, alimentos,Chocolate 70%,5,475.81,2379.05,Transferencia
V000680,2025-05-23,Miraflores,electronica,Mouse inalambrico,4,39.05,156.20,Plin
V001571,2025-05-24,Lima Centro,ROPA,Casaca impermeable,5,433.33,2166.65,
V000098,2025-06-22,Lima Centro, alimentos,Chocolate 70%,1,221.35,221.35,Transferencia
V001133,2025-05-12,Trujillo,,Juego de sabanas,1,471.51,471.51,
V001386,2025-05-26,Trujillo,Hogar,Olla antiadherente,1,428.33,428.33,Tarjeta
V000144,2025-04-26,Miraflores,Juguetes,Peluche mediano,2,428.71,857.42,Transferencia
V001274,2025-06-06,Arequipa,hogar,Olla antiadherente,1,476.27,476.27,Transferencia
V000382,2025-05-16,Cusco, alimentos,Cafe molido 500g,2,39.89,79.78,Yape
V000049,2025-04-28,Trujillo,ELECTRONICA,Audifonos BT,1,456.22,-54.19,Efectivo
V001754,2025-05-08,Miraflores,hogar,Organizador,4,121.00,484.00,Efectivo
V001818,2025-06-19,Cusco,Alimentos,Cafe molido 500g,1,103.64,103.64,Transferencia
V001107,2025-04-06,Trujillo,HOGAR ,Juego de sabanas,5,80.54,402.70,Yape
V000268,2025-04-29,Cusco,ALIMENTOS,Chocolate 70%,2,467.72,935.44,Efectivo
V001425,2025-06-18,Arequipa,juguetes,Peluche mediano,4,182.28,729.12,Transferencia
V001041,2025-05-13,Trujillo,Alimentos,Miel de abeja,2,397.94,795.88,Efectivo
V000065,2025-05-04,Cusco, alimentos,Miel de abeja,5,145.47,727.35,Efectivo
V001435,2025-04-06,Miraflores,Hogar,Juego de sabanas,1,391.46,391.46,Efectivo
V001257,2025-05-20,Trujillo,juguetes,Set de bloques,2,424.21,848.42,Plin
V001374,2025-04-21,Miraflores,Electronica,Cargador USB-C,2,114.60,229.20,Plin
V000278,2025-04-21,Lima Centro,Ropa,Zapatillas urbanas,1,385.22,-85.73,Tarjeta
V001086,2025-05-02,Miraflores,ropa ,Polo algodon,0,421.44,0.00,Yape
V001168,2025-05-28,Lima Centro,ALIMENTOS,Miel de abeja,4,233.09,932.36,Transferencia
V000422,2025-06-04,Arequipa,Electronica,Cargador USB-C,3,326.36,979.08,Tarjeta
V000512,2025-06-08,Miraflores,HOGAR ,Juego de sabanas,3,379.83,1139.49,Plin
V001283,2025-05-02,Miraflores,ALIMENTOS,Aceite de oliva,1,337.16,337.16,Yape
V001551,2025-06-30,Arequipa,ROPA,Zapatillas urbanas,2,91.56,183.12,Efectivo
V001623,2025-04-30,Cusco,Ropa,Polo algodon,2,95.94,191.88,Efectivo
V000040,2025-04-16,Trujillo, Electronica ,Audifonos BT,4,111.29,445.16,Tarjeta
V000291,2025-05-12,Arequipa,Hogar,Lampara LED,2,405.82,811.64,Plin
V000655,2025-04-30,Trujillo,Ropa,Zapatillas urbanas,5,322.93,1614.65,Transferencia
V000525,2025-04-17,Lima Centro,ropa ,Zapatillas urbanas,1,190.82,190.82,Yape
V000155,2025-05-04,Arequipa,electronica,Mouse inalambrico,5,290.03,1450.15,Efectivo
V000646,2025-05-01,Cusco,hogar,Lampara LED,1,30.53,30.53,Efectivo
V000212,2025-05-06,Trujillo,hogar,Olla antiadherente,4,465.24,1860.96,Tarjeta
V001547,2025-06-20,Cusco, alimentos,Cafe molido 500g,2,67.71,135.42,Yape
V001114,2025-05-02,Arequipa,hogar,Juego de sabanas,2,442.56,885.12,Yape
V000838,2025-05-02,Cusco,HOGAR ,Lampara LED,3,47.41,142.23,Efectivo
V001228,2025-04-13,Lima Centro, alimentos,Miel de abeja,3,121.93,-99.85,Tarjeta
V001224,2025-05-25,Arequipa,Electronica,Teclado mecanico,1,15.66,15.66,Plin
V001945,2025-06-17,Lima Centro,electronica,Teclado mecanico,2,353.39,706.78,Plin
V001626,2025-04-20,Trujillo,ropa ,Jean clasico,1,347.43,347.43,Tarjeta
V000197,2025-06-29,Trujillo,ALIMENTOS,Miel de abeja,1,11.12,-163.53,
V000196,2025-06-19,Cusco,Electronica,Monitor 24,1,405.68,405.68,Plin
V001334,2025-05-01,Cusco,Ropa,Zapatillas urbanas,3,53.35,160.05,Yape
V001752,2025-06-19,Lima Centro,ROPA,Zapatillas urbanas,1,110.44,110.44,Tarjeta
V000283,2025-04-20,Lima Centro,ROPA,Jean clasico,4,182.36,729.44,Yape
V000669,2025-05-16,Trujillo,Alimentos,Miel de abeja,4,262.00,1048.00,Plin
V001850,2025-04-23,Miraflores,juguetes,Set de bloques,2,23.28,46.56,Efectivo
V001061,2025-05-07,Arequipa,ropa ,Zapatillas urbanas,1,126.82,126.82,Transferencia
V000687,2025-04-01,Arequipa, alimentos,Aceite de oliva,2,234.91,469.82,Plin
V001961,2025-04-02,Miraflores, alimentos,Miel de abeja,1,419.95,419.95,Efectivo
V001119,2025-06-08,Arequipa, Electronica ,Teclado mecanico,1,50.74,50.74,Tarjeta
V001817,2025-04-13,Cusco,,Audifonos BT,4,32.05,128.20,Tarjeta
V000112,2025-04-14,Miraflores,HOGAR ,Juego de sabanas,4,17.84,71.36,Yape
V000400,2025-05-15,Trujillo,ropa ,Casaca impermeable,5,305.85,1529.25,Transferencia
V000379,2025-05-15,Arequipa,juguetes,Rompecabezas 1000,1,355.83,355.83,Transferencia
V001569,2025-04-07,Miraflores,juguetes,Set de bloques,1,291.68,291.68,Plin
V000069,2025-06-02,Lima Centro,Juguetes,Rompecabezas 1000,1,230.08,230.08,Plin
V000828,2025-04-10,Arequipa, alimentos,Chocolate 70%,4,398.46,1593.84,Yape
V000026,2025-04-20,Arequipa,electronica,Cargador USB-C,2,447.79,895.58,Efectivo
V000402,2025-06-16,Miraflores,,Organizador,1,332.63,332.63,Plin
V000368,2025-04-16,Lima Centro,Juguetes,Peluche mediano,4,398.11,1592.44,Transferencia
V001864,2025-04-27,Cusco,HOGAR ,Lampara LED,1,114.69,114.69,Yape
V000763,2025-06-13,Trujillo,HOGAR ,Juego de sabanas,1,63.05,63.05,Transferencia
V001453,2025-06-21,Cusco,juguetes,Peluche mediano,5,172.88,864.40,Yape
V000501,2025-04-04,Cusco,ELECTRONICA,Audifonos BT,4,54.11,216.44,Yape
V001149,2025-05-31,Trujillo, Electronica ,Audifonos BT,4,396.40,1585.60,Transferencia
V000877,2025-05-19,Arequipa,electronica,Audifonos BT,2,424.93,849.86,Yape
V000293,2025-05-02,Lima Centro,Electronica,Mouse inalambrico,4,72.03,288.12,Tarjeta
V000005,2025-06-29,Lima Centro,ELECTRONICA,Teclado mecanico,1,187.42,187.42,Tarjeta
V001967,2025-06-15,Miraflores,ropa ,Zapatillas urbanas,3,440.93,1322.79,Yape
V000109,2025-05-03,Arequipa,Hogar,Organizador,2,29.44,58.88,Tarjeta
V001522,2025-05-03,Arequipa,ropa ,Jean clasico,2,455.45,910.90,Tarjeta
V000678,2025-06-16,Cusco,hogar,Olla antiadherente,1,231.53,231.53,Tarjeta
V001293,2025-05-09,Miraflores,HOGAR ,Lampara LED,2,347.20,694.40,Transferencia
V000617,2025-06-25,Lima Centro,ROPA,Polo algodon,2,239.68,479.36,Transferencia
V001409,2025-04-19,Lima Centro,ALIMENTOS,Cafe molido 500g,5,233.77,1168.85,Plin
V001769,2025-05-20,Arequipa,Hogar,Juego de sabanas,1,76.06,76.06,Transferencia
V001780,2025-04-17,Trujillo, alimentos,Aceite de oliva,4,299.24,1196.96,Yape
V000831,2025-06-04,Lima Centro,hogar,Lampara LED,4,244.10,976.40,Efectivo
V001910,2025-04-01,Cusco,Juguetes,Rompecabezas 1000,4,339.55,1358.20,Plin
V000200,2025-04-13,Cusco,juguetes,Set de bloques,1,308.55,308.55,Yape
V000935,2025-04-03,Trujillo,Electronica,Mouse inalambrico,2,285.65,571.30,Transferencia
V001930,2025-04-17,Lima Centro,juguetes,Set de bloques,1,71.67,71.67,Plin
V001191,2025-05-02,Trujillo,Juguetes,Set de bloques,3,337.61,1012.83,Transferencia
V000031,2025-05-29,Arequipa,Hogar,Organizador,2,133.93,267.86,Tarjeta
V000213,2025-04-27,Trujillo,,Juego de sabanas,2,287.53,575.06,Plin
V001953,2025-05-19,Arequipa,Alimentos,Chocolate 70%,1,319.55,-123.61,Yape
V000845,2025-06-16,Miraflores,juguetes,Peluche mediano,1,463.76,463.76,Transferencia
V001922,2025-04-28,Arequipa,juguetes,Rompecabezas 1000,5,34.82,174.10,Yape
V001759,2025-05-29,Lima Centro,Ropa,Zapatillas urbanas,4,106.43,425.72,Yape
V001906,2025-06-21,Arequipa,ropa ,Zapatillas urbanas,4,19.36,77.44,Efectivo
V001164,2025-04-12,Arequipa,Juguetes,Peluche mediano,1,327.16,327.16,Efectivo
V000513,2025-06-29,Miraflores,juguetes,Rompecabezas 1000,1,25.41,25.41,Transferencia
V001619,2025-04-21,Lima Centro,juguetes,Set de bloques,2,134.05,268.10,Plin
V001716,2025-06-08,Arequipa,,Aceite de oliva,5,26.45,132.25,Transferencia
V001646,2025-05-29,Arequipa, Electronica ,Cargador USB-C,1,174.13,174.13,Yape
V000173,2025-06-13,Lima Centro,ROPA,Zapatillas urbanas,0,449.71,0.00,Yape
V000423,2025-05-12,Cusco,ROPA,Zapatillas urbanas,3,433.97,1301.91,Plin
V001846,2025-05-15,Arequipa,HOGAR ,Olla antiadherente,3,202.23,606.69,Plin
V000176,2025-04-26,Cusco,Ropa,Polo algodon,5,257.30,1286.50,Transferencia
V000499,2025-05-03,Cusco,electronica,Audifonos BT,3,459.32,1377.96,Yape
V000984,2025-05-25,Lima Centro,ALIMENTOS,Miel de abeja,3,460.87,1382.61,Efectivo
V001165,2025-05-28,Trujillo,HOGAR ,Olla antiadherente,1,460.16,460.16,Transferencia
V001567,2025-05-13,Arequipa,HOGAR ,Juego de sabanas,3,461.55,1384.65,Transferencia
V000123,2025-05-19,Miraflores,Electronica,Mouse inalambrico,1,247.63,247.63,Transferencia
V001455,2025-04-22,Cusco,,Monitor 24,1,171.73,171.73,Tarjeta
V001029,2025-04-11,Arequipa,ropa ,Zapatillas urbanas,1,44.13,44.13,Efectivo
V001299,2025-05-13,Lima Centro,ropa ,Zapatillas urbanas,1,222.74,222.74,Plin
V001083,2025-04-16,Miraflores,Alimentos,Aceite de oliva,2,371.90,743.80,Transferencia
V000107,2025-06-19,Lima Centro,Ropa,Jean clasico,2,348.59,697.18,Tarjeta
V001947,2025-05-16,Lima Centro, alimentos,Chocolate 70%,1,374.93,374.93,Transferencia
V001053,2025-06-22,Miraflores,juguetes,Set de bloques,1,283.76,283.76,Tarjeta
V000195,2025-04-10,Lima Centro, alimentos,Aceite de oliva,3,87.89,263.67,Efectivo
V000871,2025-05-26,Arequipa,ropa ,Polo algodon,2,346.08,692.16,Plin
V001835,2025-06-03,Arequipa,Electronica,Mouse inalambrico,5,124.48,622.40,Efectivo
V001015,2025-05-29,Trujillo,Ropa,Casaca impermeable,1,321.13,321.13,Tarjeta
V000903,2025-05-09,Miraflores,ALIMENTOS,Miel de abeja,5,21.06,105.30,Tarjeta
V000500,2025-04-02,Lima Centro,ALIMENTOS,Miel de abeja,2,354.60,709.20,Tarjeta
V000585,2025-05-17,Trujillo,ROPA,Zapatillas urbanas,2,450.34,900.68,Efectivo
V001858,2025-05-09,Arequipa,ELECTRONICA,Teclado mecanico,4,347.14,1388.56,Tarjeta
V000029,2025-04-27,Miraflores,ROPA,Polo algodon,3,282.94,848.82,Efectivo
V000593,2025-04-03,Cusco,Juguetes,Set de bloques,5,330.25,1651.25,Yape
V000017,2025-06-22,Lima Centro,ALIMENTOS,Aceite de oliva,1,53.75,53.75,Efectivo
V001556,2025-05-18,Lima Centro,ROPA,Jean clasico,5,121.45,607.25,Transferencia
V001176,2025-04-08,Miraflores,juguetes,Rompecabezas 1000,1,283.06,283.06,Efectivo
V001889,2025-05-06,Arequipa,ELECTRONICA,Audifonos BT,2,141.63,283.26,Efectivo
V000649,2025-06-14,Trujillo, alimentos,Aceite de oliva,5,44.85,224.25,Plin
V001721,2025-06-28,Lima Centro,Juguetes,Set de bloques,1,316.51,316.51,Tarjeta
V001059,2025-04-15,Trujillo,ROPA,Casaca impermeable,5,227.14,1135.70,Efectivo
V001078,2025-04-01,Cusco,juguetes,Set de bloques,5,257.08,1285.40,Plin
V001218,2025-05-03,Miraflores,HOGAR ,Lampara LED,1,392.32,392.32,Plin
V000534,2025-06-29,Miraflores,juguetes,Peluche mediano,2,73.33,146.66,Transferencia
V001867,2025-05-10,Cusco,ALIMENTOS,Chocolate 70%,1,457.05,457.05,Efectivo
V000191,2025-05-21,Miraflores, Electronica ,Teclado mecanico,2,462.10,924.20,Transferencia
V001482,2025-05-27,Lima Centro,Hogar,Organizador,4,377.73,1510.92,Tarjeta
V000305,2025-05-29,Miraflores,Juguetes,Set de bloques,4,33.52,134.08,Transferencia
V000406,2025-04-02,Trujillo, Electronica ,Cargador USB-C,1,95.76,95.76,Tarjeta
V000599,2025-05-07,Miraflores,Juguetes,Peluche mediano,4,382.13,1528.52,Transferencia
V000988,2025-05-24,Miraflores,Alimentos,Aceite de oliva,3,445.58,1336.74,
V000766,2025-06-23,Miraflores,ROPA,Polo algodon,1,414.87,-139.70,Tarjeta
V000172,2025-04-13,Miraflores,hogar,Lampara LED,2,90.83,181.66,Efectivo
V000775,2025-06-26,Cusco,Juguetes,Set de bloques,2,268.33,536.66,Plin
V001268,2025-05-30,Cusco,ROPA,Polo algodon,2,225.48,450.96,Plin
V000740,2025-04-25,Arequipa,Ropa,Casaca impermeable,5,93.90,469.50,Efectivo
V000518,2025-04-27,Miraflores,electronica,Audifonos BT,1,445.14,445.14,Plin
V001405,2025-06-15,Cusco, alimentos,Miel de abeja,1,439.96,439.96,Plin
V001381,2025-04-06,Miraflores, alimentos,Aceite de oliva,3,148.86,446.58,Transferencia
V000494,2025-05-03,Lima Centro,electronica,Mouse inalambrico,5,46.94,234.70,Transferencia
V000961,2025-06-09,Cusco,,Teclado mecanico,2,74.55,149.10,Efectivo
V000616,2025-05-22,Arequipa,Alimentos,Chocolate 70%,1,121.32,121.32,Tarjeta
V000002,2025-04-01,Miraflores,juguetes,Peluche mediano,1,272.91,272.91,Transferencia
V000469,2025-05-18,Lima Centro,electronica,Mouse inalambrico,4,48.97,195.88,Yape
V001290,2025-04-05,Trujillo,Juguetes,Set de bloques,1,38.65,38.65,Tarjeta
V001093,2025-05-07,Cusco,Alimentos,Aceite de oliva,1,111.51,111.51,Efectivo
V001579,2025-06-12,Arequipa,Hogar,Juego de sabanas,2,478.17,956.34,Tarjeta
V000289,2025-06-19,Cusco,hogar,Lampara LED,4,132.67,530.68,Yape
V001865,2025-06-08,Lima Centro,Ropa,Casaca impermeable,2,421.07,842.14,
V001582,2025-04-13,Lima Centro,Juguetes,Rompecabezas 1000,1,320.22,320.22,Yape
V001538,2025-05-01,Cusco,ALIMENTOS,Cafe molido 500g,1,266.53,266.53,Yape
V000524,2025-05-26,Miraflores,Ropa,Polo algodon,2,356.22,712.44,Transferencia
V000591,2025-04-28,Miraflores, alimentos,Cafe molido 500g,2,291.12,582.24,Tarjeta
V000556,2025-04-19,Lima Centro,juguetes,Set de bloques,3,398.26,1194.78,Transferencia
V001376,2025-04-06,Cusco,ROPA,Zapatillas urbanas,1,399.56,399.56,Plin
V001323,2025-06-13,Miraflores,ropa ,Polo algodon,4,128.36,-43.24,Yape
V000704,2025-06-13,Trujillo,hogar,Lampara LED,1,275.90,275.90,Transferencia
V001908,2025-06-26,Lima Centro, Electronica ,Monitor 24,4,105.20,420.80,Transferencia
V000367,2025-04-03,Miraflores,Juguetes,Peluche mediano,2,87.16,174.32,Plin
V001727,2025-06-24,Miraflores,HOGAR ,Lampara LED,2,55.97,111.94,Tarjeta
V000663,2025-06-21,Cusco,juguetes,Peluche mediano,1,124.26,124.26,Plin
V001122,2025-04-25,Trujillo, Electronica ,Mouse inalambrico,2,463.29,926.58,Transferencia
V000444,2025-05-09,Trujillo,Hogar,Juego de sabanas,1,94.91,94.91,Plin
V000054,2025-06-25,Trujillo,juguetes,Set de bloques,3,410.01,1230.03,Plin
V001842,2025-05-22,Trujillo,ELECTRONICA,Monitor 24,4,330.47,1321.88,Tarjeta
V001875,2025-06-09,Trujillo,Ropa,Jean clasico,3,338.59,1015.77,Efectivo
V000190,2025-05-13,Arequipa,HOGAR ,Organizador,1,420.35,420.35,Tarjeta
V000539,2025-05-09,Cusco,HOGAR ,Organizador,3,317.52,952.56,Transferencia
V001359,2025-05-19,Miraflores, Electronica ,Mouse inalambrico,2,462.14,924.28,Tarjeta
V000899,2025-04-05,Trujillo,juguetes,Rompecabezas 1000,1,344.63,344.63,Efectivo
V000996,2025-05-17,Trujillo,ALIMENTOS,Miel de abeja,5,336.09,1680.45,Tarjeta
V000375,2025-04-09,Arequipa,Juguetes,Peluche mediano,1,83.87,-36.42,Transferencia
V000324,2025-05-28,Lima Centro,Hogar,Lampara LED,1,247.27,247.27,Plin
V001728,2025-06-08,Cusco, Electronica ,Audifonos BT,5,119.78,598.90,Plin
V000730,2025-04-22,Trujillo,hogar,Lampara LED,5,464.77,2323.85,Yape
V000686,2025-06-28,Miraflores,Hogar,Lampara LED,2,205.62,411.24,Efectivo
V001703,2025-04-10,Miraflores,juguetes,Set de bloques,1,195.69,195.69,
V001831,2025-04-14,Trujillo,Juguetes,Peluche mediano,2,280.76,561.52,Efectivo
V001847,2025-05-22,Miraflores,ropa ,Zapatillas urbanas,1,284.92,284.92,Tarjeta
V001163,2025-06-02,Arequipa,juguetes,Rompecabezas 1000,4,279.43,1117.72,Tarjeta
V001787,2025-05-06,Trujillo,Alimentos,Chocolate 70%,5,453.83,2269.15,Transferencia
